URL,Parent URL
https://ab604.uk/research,https://ab604.uk
https://ab604.uk/,https://ab604.uk
https://ab604.uk/cv/cv,https://ab604.uk
https://quarto.org/,https://ab604.uk
https://carpentries.org/,https://ab604.uk
https://github.com/ab604,https://ab604.uk
https://bsky.app/profile/ab604.uk,https://ab604.uk
https://www.cancerresearchuk.org/funding-for-researchers/accelerator-award/portfolio-funded-projects-outputs,https://ab604.uk
https://scholar.google.co.uk/citations?user=Xq7lwXEAAAAJ&hl=en,https://ab604.uk
https://www.soton.ac.uk/,https://ab604.uk
https://orcid.org/0000-0003-0023-8679,https://ab604.uk
https://ab604.uk/projects,https://ab604.uk
https://www.degruyter.com/document/doi/10.1515/cclm-2022-1000/pdf?licenseType=open-access,https://ab604.uk/research
https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1009894&type=printable,https://ab604.uk/research
https://ab604.uk/,https://ab604.uk/research
https://quarto.org/,https://ab604.uk/research
https://chemrxiv.org/engage/chemrxiv/article-details/66ba5cf75101a2ffa81cc471,https://ab604.uk/research
https://onlinelibrary.wiley.com/doi/epdf/10.1111/imm.13578,https://ab604.uk/research
https://onlinelibrary.wiley.com/doi/10.1111/imm.13578,https://ab604.uk/research
https://doi.org/10.3389/fimmu.2019.00966,https://ab604.uk/research
https://www.biorxiv.org/content/10.1101/2024.09.05.611373v1.full.pdf,https://ab604.uk/research
https://www.biorxiv.org/content/10.1101/2024.09.20.614054v1,https://ab604.uk/research
https://doi.org/10.26434/chemrxiv-2024-4t52c,https://ab604.uk/research
https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1399-0039.2010.01550.x,https://ab604.uk/research
https://www.biorxiv.org/content/10.1101/2024.09.05.611373v1,https://ab604.uk/research
https://doi.org/10.1101/2024.05.30.596609,https://ab604.uk/research
https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1010033,https://ab604.uk/research
https://www.biorxiv.org/content/10.1101/2024.05.30.596609v2.full.pdf,https://ab604.uk/research
https://doi.org/10.1074/jbc.M117.809624,https://ab604.uk/research
https://www.nature.com/articles/srep14928.pdf,https://ab604.uk/research
https://doi.org/10.1371/journal.pone.0089657,https://ab604.uk/research
https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2019.00966/full,https://ab604.uk/research
https://www.biorxiv.org/content/10.1101/2024.09.20.614054v1.full.pdf,https://ab604.uk/research
https://doi.org/10.1101/2024.09.17.613406,https://ab604.uk/research
https://doi.org/10.1371/journal.ppat.1010033,https://ab604.uk/research
https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009894,https://ab604.uk/research
https://www.jbc.org/action/showPdf?pii=S0021-9258%2820%2948611-9,https://ab604.uk/research
https://www.jbc.org/action/showPdf?pii=S0021-9258%2820%2932841-6,https://ab604.uk/research
https://onlinelibrary.wiley.com/doi/10.1111/cea.14197,https://ab604.uk/research
https://doi.org/10.1101/2024.09.05.611373,https://ab604.uk/research
https://academic.oup.com/toxsci/article-pdf/180/1/136/36405546/kfaa184.pdf,https://ab604.uk/research
https://f1000research.com/articles/6-158/v1/pdf?article_uuid=a23f339d-419e-40c5-84ad-5a32ae294a2a,https://ab604.uk/research
https://ab604.uk/projects,https://ab604.uk/research
https://doi.org/0.1093/toxsci/kfaa184,https://ab604.uk/research
https://www.biorxiv.org/content/10.1101/2024.05.30.596609v2,https://ab604.uk/research
https://onlinelibrary.wiley.com/doi/epdf/10.1111/imm.13307,https://ab604.uk/research
https://doi.org/10.1111/imm.13578,https://ab604.uk/research
https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2019.00966/pdf?isPublishedV2=false,https://ab604.uk/research
https://doi.org/10.1111/j.1399-0039.2010.01550.x,https://ab604.uk/research
https://www.degruyter.com/document/doi/10.1515/cclm-2022-1000/html,https://ab604.uk/research
https://doi.org/10.1111/cea.14197,https://ab604.uk/research
https://onlinelibrary.wiley.com/doi/epdf/10.1111/cea.14197,https://ab604.uk/research
https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/66ba5cf75101a2ffa81cc471/original/development-and-translation-of-a-method-of-clinical-utility-for-lc-ms-ms-analysis-to-detect-sars-co-v-2-antigens-from-onp-swabs-and-saliva.pdf,https://ab604.uk/research
https://doi.org/10.12688/f1000research.10474.1,https://ab604.uk/research
https://doi.org/10.1074/jbc.M113.474031,https://ab604.uk/research
https://www.biorxiv.org/content/10.1101/2024.09.17.613406v1.full.pdf,https://ab604.uk/research
https://github.com/ab604/oac-globals-supplement,https://ab604.uk/research
https://ab604.uk/research,https://ab604.uk/research
https://ab604.uk/cv/cv,https://ab604.uk/research
https://github.com/ab604/lung-global-supplement,https://ab604.uk/research
https://doi.org/10.1371/journal.ppat.1009894,https://ab604.uk/research
https://doi.org/10.1515/cclm-2022-1000,https://ab604.uk/research
https://doi.org/10.1038/srep14928,https://ab604.uk/research
https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0089657&type=printable,https://ab604.uk/research
https://doi.org/10.1111/imm.13307,https://ab604.uk/research
https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1010033&type=printable,https://ab604.uk/research
https://doi.org/10.1093/toxsci/kfaa184,https://ab604.uk/research
https://doi.org/10.1101/2024.09.20.614054,https://ab604.uk/research
https://www.biorxiv.org/content/10.1101/2024.09.17.613406v1,https://ab604.uk/research
https://github.com/ab604/lung-neoantigen-supplement,https://ab604.uk/research
https://ab604.uk/research,https://ab604.uk/
https://ab604.uk/,https://ab604.uk/
https://ab604.uk/cv/cv,https://ab604.uk/
https://quarto.org/,https://ab604.uk/
https://carpentries.org/,https://ab604.uk/
https://github.com/ab604,https://ab604.uk/
https://bsky.app/profile/ab604.uk,https://ab604.uk/
https://www.cancerresearchuk.org/funding-for-researchers/accelerator-award/portfolio-funded-projects-outputs,https://ab604.uk/
https://scholar.google.co.uk/citations?user=Xq7lwXEAAAAJ&hl=en,https://ab604.uk/
https://www.soton.ac.uk/,https://ab604.uk/
https://orcid.org/0000-0003-0023-8679,https://ab604.uk/
https://ab604.uk/projects,https://ab604.uk/
https://fonts.google.com/specimen/Atkinson+Hyperlegible,https://ab604.uk/cv/cv
https://gatk.broadinstitute.org/hc/en-us,https://ab604.uk/cv/cv
https://ab604.github.io/docs/bspr_workshop_2018/index.html,https://ab604.uk/cv/cv
https://abc.med.cornell.edu/,https://ab604.uk/cv/cv
https://orcid.org/0000-0003-0023-8679,https://ab604.uk/cv/cv
https://www.ebi.ac.uk/pride/,https://ab604.uk/cv/cv
https://github.com/rstudio/pagedown,https://ab604.uk/cv/cv
https://carpentries.org/,https://ab604.uk/cv/cv
https://ab604.uk/cv/bailey_cv.pdf,https://ab604.uk/cv/cv
https://ab604.github.io/webpage-design/,https://ab604.uk/cv/cv
https://doi.org/10.1111/imm.13578,https://ab604.uk/cv/cv
https://github.com/ab604,https://ab604.uk/cv/cv
https://doi.org/10.1111/cea.14197,https://ab604.uk/cv/cv
https://www.bioinfor.com/peaks-studio/,https://ab604.uk/cv/cv
https://bsky.app/profile/ab604.uk,https://ab604.uk/cv/cv
https://github.com/ab604/abailey-cv,https://ab604.uk/cv/cv
https://www.soton.ac.uk,https://ab604.uk/cv/cv
https://ab604.github.io/docs/coding-together-2019/,https://ab604.uk/cv/cv
https://ega-archive.org/,https://ab604.uk/cv/cv
https://doi.org/10.1371/journal.ppat.1009894,https://ab604.uk/cv/cv
https://doi.org/10.1515/cclm-2022-1000,https://ab604.uk/cv/cv
https://doi.org/10.1111/imm.13307,https://ab604.uk/cv/cv
https://doi.org/10.1093/toxsci/kfaa184,https://ab604.uk/cv/cv
https://ab604.uk,https://ab604.uk/cv/cv
https://www.cancerresearchuk.org/funding-for-researchers/accelerator-award/portfolio-funded-projects-outputs,https://ab604.uk/cv/cv
https://intouniversity.org/,https://ab604.uk/cv/cv
https://bsky.app/profile/did:plc:kvlugcsdfxrn7bidtfzwusez,https://ab604.uk/projects
https://ab604.uk/,https://ab604.uk/projects
https://bsky.app/profile/protpapers.bsky.social,https://ab604.uk/projects
https://quarto.org/,https://ab604.uk/projects
https://bsky.app/profile/wkipbot.bsky.social,https://ab604.uk/projects
https://ab604.uk/projects#sec-the-itchen-bridge-construction-in-colour,https://ab604.uk/projects
https://ab604.uk/projects#sec-creating-a-heatmap-using-r-d3heatmap-2015,https://ab604.uk/projects
https://ab604.uk/projects#sec-moving-from-hugo-academic-to-a-quarto-website,https://ab604.uk/projects
https://ab604.uk/projects#sec-machine-learning-for-mhc-i-peptide-classification-2018,https://ab604.uk/projects
https://ab604.uk/projects#sec-our-world-in-data-bot,https://ab604.uk/projects
https://github.com/simonw/shot-scraper,https://ab604.uk/projects
https://ab604.uk/how,https://ab604.uk/projects
https://github.com/ab604/owid-dd-bot,https://ab604.uk/projects
https://github.com/ab604/prot-paper-bot,https://ab604.uk/projects
https://ab604.uk/projects#sec-r-for-librarians-2024,https://ab604.uk/projects
https://ab604.github.io/docs/hdx_dashboard_jan_2017.html,https://ab604.uk/projects
https://bsky.app/profile/jbgruber.bsky.social,https://ab604.uk/projects
https://ab604.github.io/docs/bspr_workshop_2018/,https://ab604.uk/projects
https://ab604.github.io/premier-league-prediction-2024/,https://ab604.uk/projects
https://ab604.uk/projects,https://ab604.uk/projects
https://ab604.uk/projects#sec-work-in-progress-bot,https://ab604.uk/projects
https://ab604.github.io/webpage-design/,https://ab604.uk/projects
http://ab604.github.io/docs/colour-palette-tutorial-10-11-2018.html,https://ab604.uk/projects
http://ab604.github.io/docs/mhc_tensorflow_notebook.html,https://ab604.uk/projects
https://github.com/ab604/wkip-bot,https://ab604.uk/projects
https://ab604.uk/projects#sec-biochem-calculator-2015,https://ab604.uk/projects
https://github.com/simonw/shot-scraper-template,https://ab604.uk/projects
https://ab604.uk/projects#sec-webpage-design-guide-2024,https://ab604.uk/projects
https://bsky.app/profile/owid-daily-data.bsky.social,https://ab604.uk/projects
https://ab604.github.io/library-r/,https://ab604.uk/projects
https://ab604.shinyapps.io/biochem_calculator/,https://ab604.uk/projects
https://ab604.uk/projects#sec-premier-league-predictions-202324,https://ab604.uk/projects
https://ab604.uk/projects#sec-coding-together-201920,https://ab604.uk/projects
https://ab604.uk/projects#sec-selector-function-of-mhc-i-molecules-is-determined-by-protein-plasticity-2015,https://ab604.uk/projects
https://ab604.github.io/docs/coding-together-2019/,https://ab604.uk/projects
https://doi.org/10.1038/srep14928,https://ab604.uk/projects
https://ab604.uk/research,https://ab604.uk/projects
https://ab604.uk/cv/cv,https://ab604.uk/projects
https://ab604.uk/projects#sec-british-society-for-proteomics-2018-data-science-workshop,https://ab604.uk/projects
https://ab604.uk/projects#sec-bluesky-literature-bot,https://ab604.uk/projects
https://ab604.uk/projects#sec-mhc-dynamics-dashboard-2017,https://ab604.uk/projects
https://www.microsoft.com/en-us/research/lab/microsoft-research-cambridge/,https://ab604.uk/projects
https://ab604.github.io/itchen-bridge,https://ab604.uk/projects
https://ab604.uk/projects#sec-creating-and-using-a-colour-palette-in-r-2018,https://ab604.uk/projects
https://rpubs.com/ab604/98032,https://ab604.uk/projects
https://worksinprogress.co/,https://ab604.uk/projects
