URL,Status Code,Content-Type
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTY2NTIyOCZwPTUyMTYzMTI=,200,text/html; charset=UTF-8
https://www.youtube.com/watch?v=bwnvoWaNy7M,200,text/html; charset=utf-8
https://www.youtube.com/playlist?list=PLvUIl9ouflEIUwj_uxo7dBmZ6ZsQtI-xu,200,text/html; charset=utf-8
https://twitter.com/learnsoton/status/1518559208970596352,200,text/html; charset=utf-8
https://www.youtube.com/watch?v=2q9wc9Y35wg,200,text/html; charset=utf-8
https://thenounproject.com/term/earth/409094/,200,text/html; charset=utf-8
https://www.office.com/,200,text/html; charset=utf-8
https://unsplash.com/license,200,text/html; charset=utf-8
https://www.southampton.ac.uk/~assets/doc/calendar/Research%20Data%20Management%20Policy.pdf,200,text/html; charset=UTF-8
https://en-gb.wordpress.org/,200,text/html; charset=UTF-8
https://aub.edu.lb.libguides.com/c.php?g=329862&p=3023731,200,text/html; charset=UTF-8
http://data.research.cornell.edu/content/readme,200,text/html; charset=UTF-8
https://www.youtube.com/watch?list=PLn0nrSd4xjjaHFx0c5tvq6aiQIov8tz22&v=H4Jkpx1AHfA,200,text/html; charset=utf-8
https://twitter.com/learnsoton,200,text/html; charset=utf-8
https://sotonac.sharepoint.com/teams/RIS/SitePages/Intellectual-Property-%26-Commercialisation.aspx,403,text/plain; charset=utf-8
https://twitter.com/AndrewOMalley/status/674560087747260416,200,text/html; charset=utf-8
https://soton.idm.oclc.org/login?url=https://search.proquest.com/electronicscomms/search?accountid=13963&language=en,200,text/html
https://medpix.nlm.nih.gov/home,200,text/html;charset=UTF-8
https://www.southampton.ac.uk/isolutions/students/software-for-students.page,200,text/html; charset=utf-8
https://www.southampton.ac.uk/per/support/index.page,200,text/html; charset=utf-8
http://creativecommons.org/licenses/by/4.0/,200,text/html
https://www.sciencedirect.com/science/article/pii/S0167739X21002090,403,text/html; charset=UTF-8
https://ja-jp.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fshare_channel%2F%3Ftype%3Dreshare%26link%3Dhttp%253A%252F%252Fgeneric.wordpress.soton.ac.uk%252Fdigital-learning%252F2019%252F03%252F26%252Fecoffee-sgh-18%252F%26app_id%3D966242223397117%26source_surface%3Dexternal_reshare%26display%26hashtag,200,"text/html; charset=""utf-8"""
http://www.sotonbrainhub.co.uk/,Error,Cannot connect to host www.sotonbrainhub.co.uk:80 ssl:default [Name or service not known]
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTY2NTIyOCZwPTUwMTExNzc=,200,text/html; charset=UTF-8
https://www.southampton.ac.uk/isolutions/news/2016/05/24-free-wifi-via-the-cloud-renamed-to-wifi-guest.page,200,text/html; charset=utf-8
https://www.healthknowledge.org.uk/interactive-learning/finding-and-appraising-the-evidence,200,text/html; charset=UTF-8
https://library.leeds.ac.uk/info/1401/academic_skills/85/note_making/3,200,text/html; charset=UTF-8
https://www.post-it.com/3M/en_US/post-it/ideas/plus-app/,Error,
https://www.kbplus.ac.uk/kbplus7/publicExport/pkg/2282,200,text/html;charset=UTF-8
https://go.blackboard.com/tlc-europe-online,200,text/html; charset=utf-8
https://youtu.be/_HCUjWIMj0g?si=lOIPUrizrtnrUUnQ,200,text/html; charset=utf-8
http://www.dcc.ac.uk/resources/policy-and-legal/research-funding-policies/wellcome-trust,200,text/html; charset=utf-8
https://sotonac-my.sharepoint.com/:v:/r/personal/arr1y12_soton_ac_uk/Documents/Stream%20Migrated%20Videos/eCoffee/eCoffee%20@%20SGH_%20Tracking%20engagement%20online.mp4?csf=1&web=1&e=FGnHYn&nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJTdHJlYW1XZWJBcHAiLCJyZWZlcnJhbFZpZXciOiJTaGFyZURpYWxvZy1MaW5rIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXcifX0%3D,403,text/plain; charset=utf-8
https://hsls.libguides.com/reporting-study-tools,200,text/html; charset=UTF-8
https://collab365.community/microsoft-teams-hacks/#5,200,text/html; charset=UTF-8
https://www.southampton.ac.uk/research.page,200,text/html; charset=UTF-8
https://web.whatsapp.com/,200,"text/html; charset=""utf-8"""
https://ko-kr.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fshare_channel%2F%3Ftype%3Dreshare%26link%3Dhttp%253A%252F%252Fgeneric.wordpress.soton.ac.uk%252Fdigital-learning%252F2024%252F09%252F26%252Fecoffee-in-2023-24%252F%26app_id%3D966242223397117%26source_surface%3Dexternal_reshare%26display%26hashtag,200,"text/html; charset=""utf-8"""
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTEzMTI1OCZwPTg1ODk1MQ==,200,text/html; charset=UTF-8
https://connect.noc.ac.uk/policy/noc-health-and-safety-policy,Error,
http://www.southampton.ac.uk/isolutions/index.page,200,text/html; charset=utf-8
https://community.mendeley.com/guides,200,text/html; charset=utf-8
https://eur03.safelinks.protection.outlook.com/?url=https%3A%2F%2Ff1000research.com%2Ffor-authors%2Fdata-guidelines&data=04%7C01%7CV.J.Fenerty%40soton.ac.uk%7Cf1756c66182847206d9708d942213955%7C4a5378f929f44d3ebe89669d03ada9d8%7C0%7C0%7C637613532718803769%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=d%2BOXVyZcTmDOhLsUaELCVneUUTb0gN9F%2FzNdC%2BJhrHM%3D&reserved=0,200,text/html;charset=utf-8
http://ow.ly/,200,text/html; charset=utf-8
https://www.zotero.org/storage?id=storage,200,text/html; charset=UTF-8
https://twitter.com/Blackboard?ref_src=twsrc%5Etfw,200,text/html; charset=utf-8
http://creativecommons.org/licenses/by/4.0/legalcode,200,text/html
https://scielo.org/en/,200,text/html; charset=UTF-8
https://soton.idm.oclc.org/login?url=https://doi.org/10.1038/s41559-016-0002,200,text/html
https://soton.idm.oclc.org/login?url=https://www.esdu.com/,200,text/html
https://f1000research.com/articles/10-253,200,text/html;charset=utf-8
http://www.bath.ac.uk/research/data/keeping-data-safe/documentation.html,200,text/html; charset=UTF-8
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTY2NTIyOCZwPTQ5MTk3OTg=,200,text/html; charset=UTF-8
https://creativecommons.org/share-your-work/licensing-examples/,200,text/html; charset=UTF-8
http://zend.to/,200,text/html; charset=UTF-8
https://soton.idm.oclc.org/login?url=https://www.proquest.com/hnpnewamsterdamnews1/news/fromDatabasesLayer?accountid=13963,200,text/html
http://vevox.app,200,text/html
https://openeducation.blackboard.com/mooc-catalog/courseDetails/view?course_id=_811_1,Error,"Cannot connect to host openeducation.blackboard.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'openeducation.blackboard.com'. (_ssl.c:1000)"")]"
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTEzMTMyNiZwPTQ4MDExMzQ=,200,text/html; charset=UTF-8
http://www.dcc.ac.uk/resources/policy-and-legal/research-funding-policies/mrc,200,text/html; charset=utf-8
https://thenounproject.com/kaipei.feng/icon/70354/,200,text/html; charset=utf-8
https://zh-cn.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fshare_channel%2F%3Ftype%3Dreshare%26link%3Dhttps%253A%252F%252Fgeneric.wordpress.soton.ac.uk%252Fdigital-learning%252F2022%252F05%252F06%252Fblackboard-and-vle-awards-10th-anniversary%252F%26app_id%3D966242223397117%26source_surface%3Dexternal_reshare%26display%26hashtag,200,"text/html; charset=""utf-8"""
https://euromonitorintl.wistia.com/medias/ebiruwqbpa?mkt_tok=3RkMMJWWfF9wsRovv6zJZKXonjHpfsX56O0sWqO%2Bi4kz2EFye%2BLIHETpodcMS8tqNK%2BTFAwTG5toziV8R7jFKc1r1d4QXBDr,200,text/html; charset=utf-8
https://sotonac-my.sharepoint.com/:v:/r/personal/arr1y12_soton_ac_uk/Documents/Stream%20Migrated%20Videos/eCoffee/eCoffee%20@%20SGH_%20Creating%20online%20learning%20resources_%20students%E2%80%99%20perspective-20211215_110010-Meeting%20Recording.mp4?csf=1&web=1&e=I0ZdZo&nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJTdHJlYW1XZWJBcHAiLCJyZWZlcnJhbFZpZXciOiJTaGFyZURpYWxvZy1MaW5rIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXcifX0%3D,403,text/plain; charset=utf-8
https://soton.idm.oclc.org/login?url=https://doi.org/10.1038/sdata.2018.205,200,text/html
https://web.microsoftstream.com/video/3de8ca41-c2f9-465a-89fb-93dbe42cac81,200,text/html; charset=utf-8
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTEzMTM2NyZwPTg3NTk3Mw==,200,text/html; charset=UTF-8
https://www.thinglink.com/video/932285560590958593,200,text/html;charset=UTF-8
https://www.kbplus.ac.uk/kbplus7/publicExport/pkg/2633,200,text/html;charset=UTF-8
https://www.ukdataservice.ac.uk/manage-data/legal-ethical/anonymisation.aspx,200,text/html; charset=UTF-8
https://twitter.com/learnsoton/status/1518565598585835520,200,text/html; charset=utf-8
https://twitter.com/looceegreen/status/885159722764173318,200,text/html; charset=utf-8
https://online.ucpress.edu/collabra/article/7/1/30137/119214/Promoting-Open-Science-A-Holistic-Approach-to,403,text/html; charset=UTF-8
https://signon.thomsonreuters.com/federation/UKF?entityID=https%3A%2F%2Fwebauth.soton.ac.uk%2Fshibboleth&returnto=https%3A%2F%2Fwestlawuk.thomsonreuters.co.uk%2FBrowse%2FHome%2FWestlawUK%3FskipAnonymous%3Dtrue,200,text/html; charset=utf-8
http://www.cas.org/content/chemical-suppliers,404,text/html
https://padlet.com/digital_learning1/gl1w124mlicw,200,text/html; charset=utf-8
https://soton.idm.oclc.org/login?url=https://pubmed.ncbi.nlm.nih.gov/?otool=igbsouhalib,200,text/html
https://www.edutopia.org/article/reflections-shifting-flexible-classroom,200,text/html; charset=utf-8
https://www.mediwrite.com.au/medical-writing/pearl-growing/,200,text/html; charset=UTF-8
https://www.whatsapp.com/download,200,"text/html; charset=""utf-8"""
https://pt-br.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fshare_channel%2F%3Ftype%3Dreshare%26link%3Dhttps%253A%252F%252Fgeneric.wordpress.soton.ac.uk%252Fdigital-learning%252F2020%252F03%252F09%252Fdeveloping-a-vr-experience-major-trauma-resuscitation-simulation%252F%26app_id%3D966242223397117%26source_surface%3Dexternal_reshare%26display%26hashtag,200,"text/html; charset=""utf-8"""
https://boren.blog/2017/08/19/mindset-marketing-behaviorism-and-deficit-ideology/,200,text/html; charset=UTF-8
http://ttps://www.kbplus.ac.uk/kbplus7/publicExport/pkg/2836,Error,Cannot connect to host ttps:80 ssl:default [Temporary failure in name resolution]
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTUzOTI4MyZwPTM2OTE4MDI=,200,text/html; charset=UTF-8
https://www.southampton.ac.uk/isolutions/students/away-from-campus.page,200,text/html; charset=utf-8
https://southampton.cloud.panopto.eu/Panopto/Pages/Viewer.aspx?id=cdc9efaf-b4bf-40a3-8335-ae05009afb6d,200,text/html; charset=utf-8
http://www.bristol.ac.uk/media-library/sites/research/documents/lib-res-sup/rdm/guidance-documents/sensitive/Sharing%20research%20data%20concerning%20human%20participants_v2.0.pdf,404,text/html; charset=utf-8
https://www.kbplus.ac.uk/kbplus7/publicExport/pkg/2836,200,text/html;charset=UTF-8
https://youtu.be/fBseen7t5Nk ,200,text/html; charset=utf-8
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTcxNTMyOSZwPTUxNzk1NzA=,200,text/html; charset=UTF-8
https://eur03.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.nature.com%2Fauthors%2Fpolicies%2Fembargo.html&data=01%7C01%7CP.Sands%40soton.ac.uk%7Cae89be0faef84f9a02b908d811fe9137%7C4a5378f929f44d3ebe89669d03ada9d8%7C0&sdata=UQpHGIeQwcHNCDwPsiQlDL%2F9ubDlxzV0X94jQOjRG6o%3D&reserved=0,200,"text/html; charset=""UTF-8"""
https://blocks.bmi-online.nl/,200,text/html; charset=utf-8
http://www.lnacademy.com/resources.aspx,200,text/html;charset=UTF-8
https://www.flickr.com/photos/jeffyoungstrom/,200,text/html; charset=utf-8
https://ukdataservice.ac.uk/learning-hub/research-data-management/store-your-data/encryption/,200,text/html; charset=UTF-8
https://sotonac-my.sharepoint.com/:v:/r/personal/arr1y12_soton_ac_uk/Documents/Stream%20Migrated%20Videos/eCoffee/eCoffee@SGH_Interactive%20Teams%20with%20Polls%20and%20Forms.mp4?csf=1&web=1&e=SFiO0Q&nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJTdHJlYW1XZWJBcHAiLCJyZWZlcnJhbFZpZXciOiJTaGFyZURpYWxvZy1MaW5rIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXcifX0%3D,403,text/plain; charset=utf-8
https://www.youtube.com/channel/UCAuerig2N-RZWJT8x75V9yw,200,text/html; charset=utf-8
https://www.youtube.com/watch?v=2ojV3mhEno0,200,text/html; charset=utf-8
https://engagementhub.ukri.org/ukri-ed-i/ref-2029-open-access-consultation/,200,text/html; charset=UTF-8
https://www.sconul.ac.uk/sconul-access,200,text/html; charset=utf-8
https://youtu.be/mDFLJ6iowDE?si=RDMrm0RUEzp9p4e5,200,text/html; charset=utf-8
https://twitter.com/hashtag/topolreview?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Ehashtag,200,text/html; charset=utf-8
http://grimmandco.co.uk/,200,text/html; charset=UTF-8
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTY2NTIyOCZwPTUwNDgwNDI=,200,text/html; charset=UTF-8
https://southampton.cloud.panopto.eu/Panopto/Pages/Viewer.aspx?id=95728c91-119e-4fa1-8db7-ad8a00dfe326,200,text/html; charset=utf-8
https://elearn.southampton.ac.uk/blackboard/selfpeerintro/,404,text/html; charset=UTF-8
https://teams.microsoft.com/l/message/19:d31ebdeb42c5439e84a0d2ad73360479@thread.tacv2/1601899164100?tenantId=4a5378f9-29f4-4d3e-be89-669d03ada9d8&groupId=42faf145-4348-4723-ac0a-6e051859deb1&parentMessageId=1601899164100&teamName=CHEP%20Community&channelName=General&createdTime=1601899164100,200,text/html; charset=utf-8
http://www.library.manchester.ac.uk/using-the-library/staff/research/services/research-data-management/,Error,
https://www.southampton.ac.uk/people/5x7ypn/doctor-brian-pickering,200,text/html; charset=UTF-8
http://med.brown.edu/pedisurg/Brown/ImageBank.html,200,text/html; charset=UTF-8
http://www.southampton.ac.uk/corporateservices/legalservices/,200,text/html; charset=utf-8
https://www.skillsforstudy.com/walkthrough-videos,200,text/html; charset=UTF-8
https://associated-architects.co.uk/awards/,200,text/html; charset=UTF-8
http://lib.myilibrary.com/Open.aspx?id=332096,200,text/html; charset=utf-8
https://sotonac.sharepoint.com/teams/PGRDevelopmentHub/SitePages/Managing-your-Research-Notes-and-Data.aspx,403,text/plain; charset=utf-8
https://www.nickkolenda.com/font-psychology/,200,text/html; charset=utf-8
https://it-it.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fshare_channel%2F%3Ftype%3Dreshare%26link%3Dhttp%253A%252F%252Fgeneric.wordpress.soton.ac.uk%252Fdigital-learning%252Fevents%252F%26app_id%3D966242223397117%26source_surface%3Dexternal_reshare%26display%26hashtag,200,"text/html; charset=""utf-8"""
https://sotonac.sharepoint.com/teams/CyberSecurity,403,text/plain; charset=utf-8
https://twitter.com/learnsoton/status/1518549171392942080,200,text/html; charset=utf-8
https://soton.idm.oclc.org/login?url=http://www.justis.com/training/,200,text/html
https://www.facebook.com/recover/initiate/?ars=facebook_login&cancel_lara_pswd=0&next=https%3A%2F%2Fwww.facebook.com%2Fshare_channel%2F%3Ftype%3Dreshare%26link%3Dhttp%253A%252F%252Fgeneric.wordpress.soton.ac.uk%252Fdigital-learning%252F2024%252F09%252F26%252Fecoffee-in-2023-24%252F%26app_id%3D966242223397117%26source_surface%3Dexternal_reshare%26display%26hashtag,200,"text/html; charset=""utf-8"""
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTY2NTIyOCZwPTQ3MjE0MzE=,200,text/html; charset=UTF-8
https://mindnode.com/,200,text/html; charset=utf-8
https://sotonac.sharepoint.com/teams/InformationGovernanceDataProtection/Documents/Forms/AllItems.aspx?id=%2Fteams%2FInformationGovernanceDataProtection%2FDocuments%2FData%20Protection%20Policy%2Epdf&parent=%2Fteams%2FInformationGovernanceDataProtection%2FDocuments,403,text/plain; charset=utf-8
https://www.southampton.ac.uk/isolutions/students/connecting-to-eduroam.page,200,text/html; charset=utf-8
https://creativecommons.org/licenses/by-nc/4.0,200,text/html
http://creativecommons.org/about/cc0,200,text/html; charset=UTF-8
https://ukdataservice.ac.uk/help/deposit-data/prepare-your-data-for-deposit/,200,text/html; charset=UTF-8
https://soton.idm.oclc.org/login?url=https://search.proquest.com/hnpnewyorkbostonglobe?accountid=13963,200,text/html
https://www.healthknowledge.org.uk/about-us/the-authors/anne-brice,200,text/html; charset=UTF-8
https://i0.wp.com/generic.wordpress.soton.ac.uk/wp-content/uploads/sites/321/2018/02/Kumu-EHPH.png,200,image/png
https://en-gb.facebook.com/UniSotonLibrary/,200,"text/html; charset=""utf-8"""
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTEzMTI5NyZwPTg1ODgwMg==,200,text/html; charset=UTF-8
https://www.skillsforstudy.com/course-modules/groupwork-and-presentations,403,text/html; charset=UTF-8
http://data-archive.ac.uk/media/2894/managingsharing.pdf,200,application/pdf
http://www.textgrabber.pro/en/,Error,"Cannot connect to host www.textgrabber.pro:443 ssl:True [SSLCertVerificationError: (1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')]"
https://www.southampton.ac.uk/test-and-trace.page,200,text/html; charset=utf-8
https://www.thinglink.com/video/1450748069179031554,200,text/html;charset=UTF-8
https://doaj.org/search/journals?source=%7B%22query%22%3A%7B%22filtered%22%3A%7B%22filter%22%3A%7B%22bool%22%3A%7B%22must%22%3A%5B%7B%22term%22%3A%7B%22bibjson.apc.has_apc%22%3Afalse%7D%7D%2C%7B%22term%22%3A%7B%22bibjson.other_charges.has_other_charges%22%3Afalse%7D%7D%5D%7D%7D%2C%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%7D%7D%2C%22size%22%3A50%2C%22sort%22%3A%5B%7B%22created_date%22%3A%7B%22order%22%3A%22desc%22%7D%7D%5D%7D,200,text/html; charset=utf-8
https://southampton.libapps.com/libapps/login.php?site_id=512&target64=L2xpYmd1aWRlcy9hZG1pbl9jLnBocD9nPTEzMTI1OCZwPTg1ODk2Mw==,200,text/html; charset=UTF-8
https://search,Error,Cannot connect to host search:443 ssl:default [Temporary failure in name resolution]
https://en.wikipedia.org/wiki/SWF,200,text/html; charset=UTF-8
https://soton.idm.oclc.org/login?url=https://southampton.on.worldcat.org/oclc/781855866,200,text/html
https://sotonproduction.service-now.com/serviceportal?id=kb_article_view&sys_kb_id=f04106b747e4d5583035862c736d43a2,200,text/html;charset=UTF-8
https://youtu.be/C5VWA8olJ2Y,200,text/html; charset=utf-8
https://www.cas.org/support/training/scifinder-n/keyword-search,404,text/html
https://about.meta.com/,200,"text/html; charset=""utf-8"""
https://www.southampton.ac.uk/isolutions/office365/index.page,200,text/html; charset=utf-8
https://www.instagram.com/wsalibrary/,200,"text/html; charset=""utf-8"""
https://www.southampton.ac.uk/ris/contact/team/collaborationmanagers.html,200,text/html; charset=utf-8
https://sotonac.sharepoint.com/teams/ResearcherDevelopmentHub/SitePages/Library-Training-Sessions-2023-24.aspx,403,text/plain; charset=utf-8
https://ukdataservice.ac.uk/training-events/,200,text/html; charset=UTF-8
https://www.doabooks.org/doab?func=loadTemplate&template=faq&uiLanguage=en,Error,
http://help.lexisnexis.com/tabula-rasa/rosetta/nblmsearcheffectively_cpt-concept?lbu=GB&locale=en_GB&audience=business,200,text/html
https://de-de.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fshare_channel%2F%3Ftype%3Dreshare%26link%3Dhttps%253A%252F%252Fgeneric.wordpress.soton.ac.uk%252Fdigital-learning%252F2022%252F05%252F06%252Fblackboard-and-vle-awards-10th-anniversary%252F%26app_id%3D966242223397117%26source_surface%3Dexternal_reshare%26display%26hashtag,200,"text/html; charset=""utf-8"""
http://site.ebrary.com/lib/soton/,200,text/html
